,tokens,intent,intents_nums,BIO,BIO_nums,tokens_list,translated,comments,translation,proj,source_dict,source_dict_light,transfer_dict,transfer_dict_light,BIO_list_trans,BIO_nums_list_trans
1649,im looking for a cheap restaurant and it should be in north part of town,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]","['im', 'looking', 'for', 'a', 'cheap', 'restaurant', 'and', 'it', 'should', 'be', 'in', 'north', 'part', 'of', 'town']","{'text': 'Ich bin auf der Suche nach einem günstigen Restaurant und es sollte im nördlichen Teil der Stadt sein', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-22:25 11:13-16:20 15:15-27:31 17:21-33:41 23:32-43:52 34:36-54:56 38:39-58:59 41:46-61:66 48:49-97:100 51:52-68:69 54:58-71:80 60:63-82:85 65:66-87:89 68:71-91:95'}}",1,Ich bin auf der Suche nach einem günstigen Restaurant und es sollte im nördlichen Teil der Stadt sein,0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-22:25 11:13-16:20 15:15-27:31 17:21-33:41 23:32-43:52 34:36-54:56 38:39-58:59 41:46-61:66 48:49-97:100 51:52-68:69 54:58-71:80 60:63-82:85 65:66-87:89 68:71-91:95,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1], '17:21': ['cheap', 'B-pricerange', 0], '23:32': ['restaurant', 'O', 1], '34:36': ['and', 'O', 1], '38:39': ['it', 'O', 1], '41:46': ['should', 'O', 1], '48:49': ['be', 'O', 1], '51:52': ['in', 'O', 1], '54:58': ['north', 'B-area', 2], '60:63': ['part', 'O', 1], '65:66': ['of', 'O', 1], '68:71': ['town', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1], 17: ['cheap', 'B-pricerange', 0], 23: ['restaurant', 'O', 1], 34: ['and', 'O', 1], 38: ['it', 'O', 1], 41: ['should', 'O', 1], 48: ['be', 'O', 1], 51: ['in', 'O', 1], 54: ['north', 'B-area', 2], 60: ['part', 'O', 1], 65: ['of', 'O', 1], 68: ['town', 'O', 1]}","{'0:2': '0:1', '4:6': '3:9', '8:10': '3:9', '12:14': '3:9', '22:25': '3:9', '16:20': '11:13', '27:31': '15:15', '33:41': '17:21', '43:52': '23:32', '54:56': '34:36', '58:59': '38:39', '61:66': '41:46', '97:100': '48:49', '68:69': '51:52', '71:80': '54:58', '82:85': '60:63', '87:89': '65:66', '91:95': '68:71'}","{0: 0, 4: 3, 8: 3, 12: 3, 22: 3, 16: 11, 27: 15, 33: 17, 43: 23, 54: 34, 58: 38, 61: 41, 97: 48, 68: 51, 71: 54, 82: 60, 87: 65, 91: 68}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]"
1650,hi im looking for a rerestaurant that serves cuban food,hello__inform_food,39,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 1, 1, 3, 1]","['hi', 'im', 'looking', 'for', 'a', 'rerestaurant', 'that', 'serves', 'cuban', 'food']","{'text': 'Hallo ich suche nach einem Rerestaurant, das kubanisches Essen serviert', 'to': 'de', 'alignment': {'proj': '0:1-0:4 3:4-6:8 6:12-10:14 18:18-16:19 18:18-21:25 20:31-27:39 33:36-41:43 38:43-63:70 45:49-45:55 51:54-57:61'}}",1,"Hallo ich suche nach einem Rerestaurant, das kubanisches Essen serviert",0:1-0:4 3:4-6:8 6:12-10:14 18:18-16:19 18:18-21:25 20:31-27:39 33:36-41:43 38:43-63:70 45:49-45:55 51:54-57:61,"{'0:1': ['hi', 'O', 1], '3:4': ['im', 'O', 1], '6:12': ['looking', 'O', 1], '14:16': ['for', 'O', 1], '18:18': ['a', 'O', 1], '20:31': ['rerestaurant', 'O', 1], '33:36': ['that', 'O', 1], '38:43': ['serves', 'O', 1], '45:49': ['cuban', 'B-food', 3], '51:54': ['food', 'O', 1]}","{0: ['hi', 'O', 1], 3: ['im', 'O', 1], 6: ['looking', 'O', 1], 14: ['for', 'O', 1], 18: ['a', 'O', 1], 20: ['rerestaurant', 'O', 1], 33: ['that', 'O', 1], 38: ['serves', 'O', 1], 45: ['cuban', 'B-food', 3], 51: ['food', 'O', 1]}","{'0:4': '0:1', '6:8': '3:4', '10:14': '6:12', '16:19': '18:18', '21:25': '18:18', '27:39': '20:31', '41:43': '33:36', '63:70': '38:43', '45:55': '45:49', '57:61': '51:54'}","{0: 0, 6: 3, 10: 6, 16: 18, 21: 18, 27: 20, 41: 33, 63: 38, 45: 45, 57: 51}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 3, 1, 1]"
1651,okay how about asian oriental,inform_food__reqalts,15,"['O', 'O', 'O', 'B-food', 'B-food']","[1, 1, 1, 3, 3]","['okay', 'how', 'about', 'asian', 'oriental']","{'text': 'okay wie wäre es mit asiatisch orientalisch', 'to': 'de', 'alignment': {'proj': '0:3-0:3 5:7-5:7 5:7-9:12 5:7-14:15 15:19-17:19 15:19-21:29 21:28-31:42'}}",1,okay wie wäre es mit asiatisch orientalisch,0:3-0:3 5:7-5:7 5:7-9:12 5:7-14:15 15:19-17:19 15:19-21:29 21:28-31:42,"{'0:3': ['okay', 'O', 1], '5:7': ['how', 'O', 1], '9:13': ['about', 'O', 1], '15:19': ['asian', 'B-food', 3], '21:28': ['oriental', 'B-food', 3]}","{0: ['okay', 'O', 1], 5: ['how', 'O', 1], 9: ['about', 'O', 1], 15: ['asian', 'B-food', 3], 21: ['oriental', 'B-food', 3]}","{'0:3': '0:3', '5:7': '5:7', '9:12': '5:7', '14:15': '5:7', '17:19': '15:19', '21:29': '15:19', '31:42': '21:28'}","{0: 0, 5: 5, 9: 5, 14: 5, 17: 15, 21: 15, 31: 21}","['O', 'O', 'O', 'O', 'B-food', 'B-food', 'B-food']","[1, 1, 1, 1, 3, 3, 3]"
1652,no asian oriental,inform_food__negate,21,"['O', 'B-food', 'B-food']","[1, 3, 3]","['no', 'asian', 'oriental']","{'text': 'kein asiatisches Orientalisch', 'to': 'de', 'alignment': {'proj': '0:1-0:3 3:7-5:15 9:16-17:28'}}",1,kein asiatisches Orientalisch,0:1-0:3 3:7-5:15 9:16-17:28,"{'0:1': ['no', 'O', 1], '3:7': ['asian', 'B-food', 3], '9:16': ['oriental', 'B-food', 3]}","{0: ['no', 'O', 1], 3: ['asian', 'B-food', 3], 9: ['oriental', 'B-food', 3]}","{'0:3': '0:1', '5:15': '3:7', '17:28': '9:16'}","{0: 0, 5: 3, 17: 9}","['O', 'B-food', 'B-food']","[1, 3, 3]"
1653,i dont know,inform_this,1,"['O', 'B-this', 'I-this']","[1, 4, 5]","['i', 'dont', 'know']","{'text': 'Ich weiß es nicht', 'to': 'de', 'alignment': {'proj': '0:11-0:16'}}",3,Ich weiß es nicht,0:11-0:16,"{'0:0': ['i', 'O', 1], '2:5': ['dont', 'B-this', 4], '7:10': ['know', 'I-this', 5]}","{0: ['i', 'O', 1], 2: ['dont', 'B-this', 4], 7: ['know', 'I-this', 5]}",{'0:16': '0:11'},{0: 0},"['O', 'B-this', 'I-this', 'I-this']",['O']
1654,okay can i have the phone number and address,request_addr__request_phone,9,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['okay', 'can', 'i', 'have', 'the', 'phone', 'number', 'and', 'address']","{'text': 'okay kann ich die Telefonnummer und Adresse haben', 'to': 'de', 'alignment': {'proj': '0:3-0:3 5:7-5:8 9:9-10:12 11:14-44:48 16:18-14:16 26:31-18:30 33:35-32:34 37:43-36:42'}}",1,okay kann ich die Telefonnummer und Adresse haben,0:3-0:3 5:7-5:8 9:9-10:12 11:14-44:48 16:18-14:16 26:31-18:30 33:35-32:34 37:43-36:42,"{'0:3': ['okay', 'O', 1], '5:7': ['can', 'O', 1], '9:9': ['i', 'O', 1], '11:14': ['have', 'O', 1], '16:18': ['the', 'O', 1], '20:24': ['phone', 'O', 1], '26:31': ['number', 'O', 1], '33:35': ['and', 'O', 1], '37:43': ['address', 'O', 1]}","{0: ['okay', 'O', 1], 5: ['can', 'O', 1], 9: ['i', 'O', 1], 11: ['have', 'O', 1], 16: ['the', 'O', 1], 20: ['phone', 'O', 1], 26: ['number', 'O', 1], 33: ['and', 'O', 1], 37: ['address', 'O', 1]}","{'0:3': '0:3', '5:8': '5:7', '10:12': '9:9', '44:48': '11:14', '14:16': '16:18', '18:30': '26:31', '32:34': '33:35', '36:42': '37:43'}","{0: 0, 5: 5, 10: 9, 44: 11, 14: 16, 18: 26, 32: 33, 36: 37}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1]"
1655,im looking for a,unknown,7,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['im', 'looking', 'for', 'a']","{'text': 'Ich bin auf der Suche nach einem', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-22:25 11:13-16:20 15:15-27:31'}}",1,Ich bin auf der Suche nach einem,0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-22:25 11:13-16:20 15:15-27:31,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1]}","{'0:2': '0:1', '4:6': '3:9', '8:10': '3:9', '12:14': '3:9', '22:25': '3:9', '16:20': '11:13', '27:31': '15:15'}","{0: 0, 4: 3, 8: 3, 12: 3, 22: 3, 16: 11, 27: 15}","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]"
1656,derately priced,inform_pricerange,0,"['B-pricerange', 'O']","[0, 1]","['derately', 'priced']","{'text': 'derately preislich', 'to': 'de', 'alignment': {'proj': '0:7-0:7 9:14-9:17'}}",1,derately preislich,0:7-0:7 9:14-9:17,"{'0:7': ['derately', 'B-pricerange', 0], '9:14': ['priced', 'O', 1]}","{0: ['derately', 'B-pricerange', 0], 9: ['priced', 'O', 1]}","{'0:7': '0:7', '9:17': '9:14'}","{0: 0, 9: 9}","['B-pricerange', 'O']","[0, 1]"
1657,any kind in the north part of town,inform_area,2,"['O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 2, 1, 1, 1]","['any', 'kind', 'in', 'the', 'north', 'part', 'of', 'town']","{'text': 'jede Art im nördlichen Teil der Stadt', 'to': 'de', 'alignment': {'proj': '0:2-0:3 4:7-5:7 12:14-9:10 16:20-12:21 22:25-23:26 27:28-28:30 30:33-32:36'}}",1,jede Art im nördlichen Teil der Stadt,0:2-0:3 4:7-5:7 12:14-9:10 16:20-12:21 22:25-23:26 27:28-28:30 30:33-32:36,"{'0:2': ['any', 'O', 1], '4:7': ['kind', 'O', 1], '9:10': ['in', 'O', 1], '12:14': ['the', 'O', 1], '16:20': ['north', 'B-area', 2], '22:25': ['part', 'O', 1], '27:28': ['of', 'O', 1], '30:33': ['town', 'O', 1]}","{0: ['any', 'O', 1], 4: ['kind', 'O', 1], 9: ['in', 'O', 1], 12: ['the', 'O', 1], 16: ['north', 'B-area', 2], 22: ['part', 'O', 1], 27: ['of', 'O', 1], 30: ['town', 'O', 1]}","{'0:3': '0:2', '5:7': '4:7', '9:10': '12:14', '12:21': '16:20', '23:26': '22:25', '28:30': '27:28', '32:36': '30:33'}","{0: 0, 5: 4, 9: 12, 12: 16, 23: 22, 28: 27, 32: 30}","['O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 2, 1, 1, 1]"
1658,breath price range,request_pricerange,19,"['O', 'O', 'O']","[1, 1, 1]","['breath', 'price', 'range']","{'text': 'Breath Preisklasse', 'to': 'de', 'alignment': {'proj': '0:5-0:5 13:17-7:17'}}",1,Breath Preisklasse,0:5-0:5 13:17-7:17,"{'0:5': ['breath', 'O', 1], '7:11': ['price', 'O', 1], '13:17': ['range', 'O', 1]}","{0: ['breath', 'O', 1], 7: ['price', 'O', 1], 13: ['range', 'O', 1]}","{'0:5': '0:5', '7:17': '13:17'}","{0: 0, 7: 13}","['O', 'O']","[1, 1]"
1659,breath may i have the phone number please,request_phone,4,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1]","['breath', 'may', 'i', 'have', 'the', 'phone', 'number', 'please']","{'text': 'Atem kann ich die Telefonnummer bitte haben', 'to': 'de', 'alignment': {'proj': '0:5-0:3 7:9-5:8 11:11-10:12 13:16-38:42 18:20-14:16 22:26-18:30 35:40-32:36'}}",1,Atem kann ich die Telefonnummer bitte haben,0:5-0:3 7:9-5:8 11:11-10:12 13:16-38:42 18:20-14:16 22:26-18:30 35:40-32:36,"{'0:5': ['breath', 'O', 1], '7:9': ['may', 'O', 1], '11:11': ['i', 'O', 1], '13:16': ['have', 'O', 1], '18:20': ['the', 'O', 1], '22:26': ['phone', 'O', 1], '28:33': ['number', 'O', 1], '35:40': ['please', 'O', 1]}","{0: ['breath', 'O', 1], 7: ['may', 'O', 1], 11: ['i', 'O', 1], 13: ['have', 'O', 1], 18: ['the', 'O', 1], 22: ['phone', 'O', 1], 28: ['number', 'O', 1], 35: ['please', 'O', 1]}","{'0:3': '0:5', '5:8': '7:9', '10:12': '11:11', '38:42': '13:16', '14:16': '18:20', '18:30': '22:26', '32:36': '35:40'}","{0: 0, 5: 7, 10: 11, 38: 13, 14: 18, 18: 22, 32: 35}","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]"
1660,free,unknown,7,['O'],[1],['free'],"{'text': 'kostenlos', 'to': 'de', 'alignment': {'proj': '0:3-0:8'}}",1,kostenlos,0:3-0:8,"{'0:3': ['free', 'O', 1]}","{0: ['free', 'O', 1]}",{'0:8': '0:3'},{0: 0},['O'],[1]
1661,im looking for a restaurant in any area that serves tuscan food,inform_area__inform_food,28,"['O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'I-area', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 2, 10, 1, 1, 3, 1]","['im', 'looking', 'for', 'a', 'restaurant', 'in', 'any', 'area', 'that', 'serves', 'tuscan', 'food']","{'text': 'Ich suche ein Restaurant in jeder Gegend, das toskanische Küche serviert', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:8 15:15-10:12 17:26-14:23 28:29-25:26 31:33-28:32 40:43-34:40 40:43-42:44 45:50-64:71 52:57-46:56 59:62-58:62'}}",1,"Ich suche ein Restaurant in jeder Gegend, das toskanische Küche serviert",0:1-0:2 3:9-4:8 15:15-10:12 17:26-14:23 28:29-25:26 31:33-28:32 40:43-34:40 40:43-42:44 45:50-64:71 52:57-46:56 59:62-58:62,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1], '17:26': ['restaurant', 'O', 1], '28:29': ['in', 'O', 1], '31:33': ['any', 'B-area', 2], '35:38': ['area', 'I-area', 10], '40:43': ['that', 'O', 1], '45:50': ['serves', 'O', 1], '52:57': ['tuscan', 'B-food', 3], '59:62': ['food', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1], 17: ['restaurant', 'O', 1], 28: ['in', 'O', 1], 31: ['any', 'B-area', 2], 35: ['area', 'I-area', 10], 40: ['that', 'O', 1], 45: ['serves', 'O', 1], 52: ['tuscan', 'B-food', 3], 59: ['food', 'O', 1]}","{'0:2': '0:1', '4:8': '3:9', '10:12': '15:15', '14:23': '17:26', '25:26': '28:29', '28:32': '31:33', '34:40': '40:43', '42:44': '40:43', '64:71': '45:50', '46:56': '52:57', '58:62': '59:62'}","{0: 0, 4: 3, 10: 15, 14: 17, 25: 28, 28: 31, 34: 40, 42: 40, 64: 45, 46: 52, 58: 59}","['O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1]"
1662,i am looking for asian oriental type food,inform_food,6,"['O', 'O', 'O', 'O', 'B-food', 'B-food', 'O', 'O']","[1, 1, 1, 1, 3, 3, 1, 1]","['i', 'am', 'looking', 'for', 'asian', 'oriental', 'type', 'food']","{'text': 'Ich bin auf der Suche nach asiatischem orientalischem Essen', 'to': 'de', 'alignment': {'proj': '0:0-0:2 2:3-4:6 5:11-8:10 5:11-12:14 5:11-16:20 5:11-22:25 17:21-27:37 23:30-39:52 37:40-54:58'}}",1,Ich bin auf der Suche nach asiatischem orientalischem Essen,0:0-0:2 2:3-4:6 5:11-8:10 5:11-12:14 5:11-16:20 5:11-22:25 17:21-27:37 23:30-39:52 37:40-54:58,"{'0:0': ['i', 'O', 1], '2:3': ['am', 'O', 1], '5:11': ['looking', 'O', 1], '13:15': ['for', 'O', 1], '17:21': ['asian', 'B-food', 3], '23:30': ['oriental', 'B-food', 3], '32:35': ['type', 'O', 1], '37:40': ['food', 'O', 1]}","{0: ['i', 'O', 1], 2: ['am', 'O', 1], 5: ['looking', 'O', 1], 13: ['for', 'O', 1], 17: ['asian', 'B-food', 3], 23: ['oriental', 'B-food', 3], 32: ['type', 'O', 1], 37: ['food', 'O', 1]}","{'0:2': '0:0', '4:6': '2:3', '8:10': '5:11', '12:14': '5:11', '16:20': '5:11', '22:25': '5:11', '27:37': '17:21', '39:52': '23:30', '54:58': '37:40'}","{0: 0, 4: 2, 8: 5, 12: 5, 16: 5, 22: 5, 27: 17, 39: 23, 54: 37}","['O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 3, 3, 1]"
1663,portugeuse food,inform_food,6,"['B-food', 'O']","[3, 1]","['portugeuse', 'food']","{'text': 'Portugeuse Essen', 'to': 'de', 'alignment': {'proj': '0:9-0:9 11:14-11:15'}}",1,Portugeuse Essen,0:9-0:9 11:14-11:15,"{'0:9': ['portugeuse', 'B-food', 3], '11:14': ['food', 'O', 1]}","{0: ['portugeuse', 'B-food', 3], 11: ['food', 'O', 1]}","{'0:9': '0:9', '11:15': '11:14'}","{0: 0, 11: 11}","['B-food', 'O']","[3, 1]"
1664,is it portuguese food,confirm_food,46,"['O', 'O', 'B-food', 'O']","[1, 1, 3, 1]","['is', 'it', 'portuguese', 'food']","{'text': 'ist es portugiesisches Essen', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:4-4:5 6:15-7:21 17:20-23:27'}}",1,ist es portugiesisches Essen,0:1-0:2 3:4-4:5 6:15-7:21 17:20-23:27,"{'0:1': ['is', 'O', 1], '3:4': ['it', 'O', 1], '6:15': ['portuguese', 'B-food', 3], '17:20': ['food', 'O', 1]}","{0: ['is', 'O', 1], 3: ['it', 'O', 1], 6: ['portuguese', 'B-food', 3], 17: ['food', 'O', 1]}","{'0:2': '0:1', '4:5': '3:4', '7:21': '6:15', '23:27': '17:20'}","{0: 0, 4: 3, 7: 6, 23: 17}","['O', 'O', 'B-food', 'O']","[1, 1, 3, 1]"
1665,i dont care about prices,inform_pricerange,0,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['i', 'dont', 'care', 'about', 'prices']","{'text': 'Ich kümmere mich nicht um Preise', 'to': 'de', 'alignment': {'proj': '0:0-0:2 2:6-17:21 8:11-4:10 8:11-12:15 8:11-23:24 19:24-26:31'}}",1,Ich kümmere mich nicht um Preise,0:0-0:2 2:6-17:21 8:11-4:10 8:11-12:15 8:11-23:24 19:24-26:31,"{'0:0': ['i', 'O', 1], '2:5': ['dont', 'O', 1], '7:10': ['care', 'O', 1], '12:16': ['about', 'O', 1], '18:23': ['prices', 'O', 1]}","{0: ['i', 'O', 1], 2: ['dont', 'O', 1], 7: ['care', 'O', 1], 12: ['about', 'O', 1], 18: ['prices', 'O', 1]}","{'0:2': '0:0', '17:21': '2:6', '4:10': '8:11', '12:15': '8:11', '23:24': '8:11', '26:31': '19:24'}","{0: 0, 17: 2, 4: 8, 12: 8, 23: 8, 26: 19}","['O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1]"
1666,noise thank you good bye,bye__thankyou,5,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['noise', 'thank', 'you', 'good', 'bye']","{'text': 'Lärm danke AufSchnung', 'to': 'de', 'alignment': {'proj': '0:4-0:3 6:10-5:9 21:23-11:20'}}",1,Lärm danke AufSchnung,0:4-0:3 6:10-5:9 21:23-11:20,"{'0:4': ['noise', 'O', 1], '6:10': ['thank', 'O', 1], '12:14': ['you', 'O', 1], '16:19': ['good', 'O', 1], '21:23': ['bye', 'O', 1]}","{0: ['noise', 'O', 1], 6: ['thank', 'O', 1], 12: ['you', 'O', 1], 16: ['good', 'O', 1], 21: ['bye', 'O', 1]}","{'0:3': '0:4', '5:9': '6:10', '11:20': '21:23'}","{0: 0, 5: 6, 11: 21}","['O', 'O', 'O']","[1, 1, 1]"
1667,are there any others,reqalts,23,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['are', 'there', 'any', 'others']","{'text': 'Gibt es noch andere', 'to': 'de', 'alignment': {'proj': '0:2-0:3 4:8-5:6 10:12-8:11 14:19-13:18'}}",1,Gibt es noch andere,0:2-0:3 4:8-5:6 10:12-8:11 14:19-13:18,"{'0:2': ['are', 'O', 1], '4:8': ['there', 'O', 1], '10:12': ['any', 'O', 1], '14:19': ['others', 'O', 1]}","{0: ['are', 'O', 1], 4: ['there', 'O', 1], 10: ['any', 'O', 1], 14: ['others', 'O', 1]}","{'0:3': '0:2', '5:6': '4:8', '8:11': '10:12', '13:18': '14:19'}","{0: 0, 5: 4, 8: 10, 13: 14}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1668,looking for a restaurant that serves portuguese food,inform_food,6,"['O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 3, 1]","['looking', 'for', 'a', 'restaurant', 'that', 'serves', 'portuguese', 'food']","{'text': 'auf der Suche nach einem Restaurant, das portugiesische Küche serviert', 'to': 'de', 'alignment': {'proj': '0:6-0:2 0:6-4:6 0:6-14:17 8:10-8:12 12:12-19:23 14:23-25:35 25:28-37:39 30:35-62:69 37:46-41:54 48:51-56:60'}}",1,"auf der Suche nach einem Restaurant, das portugiesische Küche serviert",0:6-0:2 0:6-4:6 0:6-14:17 8:10-8:12 12:12-19:23 14:23-25:35 25:28-37:39 30:35-62:69 37:46-41:54 48:51-56:60,"{'0:6': ['looking', 'O', 1], '8:10': ['for', 'O', 1], '12:12': ['a', 'O', 1], '14:23': ['restaurant', 'O', 1], '25:28': ['that', 'O', 1], '30:35': ['serves', 'O', 1], '37:46': ['portuguese', 'B-food', 3], '48:51': ['food', 'O', 1]}","{0: ['looking', 'O', 1], 8: ['for', 'O', 1], 12: ['a', 'O', 1], 14: ['restaurant', 'O', 1], 25: ['that', 'O', 1], 30: ['serves', 'O', 1], 37: ['portuguese', 'B-food', 3], 48: ['food', 'O', 1]}","{'0:2': '0:6', '4:6': '0:6', '14:17': '0:6', '8:12': '8:10', '19:23': '12:12', '25:35': '14:23', '37:39': '25:28', '62:69': '30:35', '41:54': '37:46', '56:60': '48:51'}","{0: 0, 4: 0, 14: 0, 8: 8, 19: 12, 25: 14, 37: 25, 62: 30, 41: 37, 56: 48}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 3, 1, 1]"
1669,whats its price range,request_pricerange,19,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['whats', 'its', 'price', 'range']","{'text': 'was ist seine Preisspanne', 'to': 'de', 'alignment': {'proj': '0:4-0:2 0:4-4:6 6:8-8:12 16:20-14:24'}}",1,was ist seine Preisspanne,0:4-0:2 0:4-4:6 6:8-8:12 16:20-14:24,"{'0:4': ['whats', 'O', 1], '6:8': ['its', 'O', 1], '10:14': ['price', 'O', 1], '16:20': ['range', 'O', 1]}","{0: ['whats', 'O', 1], 6: ['its', 'O', 1], 10: ['price', 'O', 1], 16: ['range', 'O', 1]}","{'0:2': '0:4', '4:6': '0:4', '8:12': '6:8', '14:24': '16:20'}","{0: 0, 4: 0, 8: 6, 14: 16}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1670,ok thanks goodbye,bye__thankyou,5,"['O', 'O', 'O']","[1, 1, 1]","['ok', 'thanks', 'goodbye']","{'text': 'ok danke auf Wiedersehen', 'to': 'de', 'alignment': {'proj': '0:1-0:1 3:8-3:7 10:16-9:11 10:16-13:23'}}",1,ok danke auf Wiedersehen,0:1-0:1 3:8-3:7 10:16-9:11 10:16-13:23,"{'0:1': ['ok', 'O', 1], '3:8': ['thanks', 'O', 1], '10:16': ['goodbye', 'O', 1]}","{0: ['ok', 'O', 1], 3: ['thanks', 'O', 1], 10: ['goodbye', 'O', 1]}","{'0:1': '0:1', '3:7': '3:8', '9:11': '10:16', '13:23': '10:16'}","{0: 0, 3: 3, 9: 10, 13: 10}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
