index,tokens,intent,intents_nums,BIO,BIO_nums,tokens_list,translated,comments,translation,proj,source_dict,source_dict_light,transfer_dict,transfer_dict_light,BIO_list_trans,BIO_nums_list_trans,BIO_list_trans_RU,BIO_nums_list_trans_RU
1484,i would like a cheap restaurant in the south part of town,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1]","['i', 'would', 'like', 'a', 'cheap', 'restaurant', 'in', 'the', 'south', 'part', 'of', 'town']","{'text': 'Я хотел бы дешевый ресторан в южной части города', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:6-2:6 2:6-8:9 13:13-11:17 21:30-19:26 32:33-28:28 39:43-30:34 45:48-36:40 53:56-42:47'}}",1,Я хотел бы дешевый ресторан в южной части города,0:0-0:0 2:6-2:6 2:6-8:9 13:13-11:17 21:30-19:26 32:33-28:28 39:43-30:34 45:48-36:40 53:56-42:47,"{'0:0': ['i', 'O', 1], '2:6': ['would', 'O', 1], '8:11': ['like', 'O', 1], '13:13': ['a', 'O', 1], '15:19': ['cheap', 'B-pricerange', 0], '21:30': ['restaurant', 'O', 1], '32:33': ['in', 'O', 1], '35:37': ['the', 'O', 1], '39:43': ['south', 'B-area', 2], '45:48': ['part', 'O', 1], '50:51': ['of', 'O', 1], '53:56': ['town', 'O', 1]}","{0: ['i', 'O', 1], 2: ['would', 'O', 1], 8: ['like', 'O', 1], 13: ['a', 'O', 1], 15: ['cheap', 'B-pricerange', 0], 21: ['restaurant', 'O', 1], 32: ['in', 'O', 1], 35: ['the', 'O', 1], 39: ['south', 'B-area', 2], 45: ['part', 'O', 1], 50: ['of', 'O', 1], 53: ['town', 'O', 1]}","{'0:0': '0:0', '2:6': '2:6', '8:9': '2:6', '11:17': '13:13', '19:26': '21:30', '28:28': '32:33', '30:34': '39:43', '36:40': '45:48', '42:47': '53:56'}","{0: 0, 2: 2, 8: 2, 11: 13, 19: 21, 28: 32, 30: 39, 36: 45, 42: 53}","['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 1, 1, 1, 1, 2, 1, 1]"
1485,thank you good b,thankyou,25,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['thank', 'you', 'good', 'b']","{'text': 'спасибо добро b', 'to': 'ru', 'alignment': {'proj': '0:4-0:6 10:13-8:12 15:15-14:14'}}",1,спасибо добро b,0:4-0:6 10:13-8:12 15:15-14:14,"{'0:4': ['thank', 'O', 1], '6:8': ['you', 'O', 1], '10:13': ['good', 'O', 1], '15:15': ['b', 'O', 1]}","{0: ['thank', 'O', 1], 6: ['you', 'O', 1], 10: ['good', 'O', 1], 15: ['b', 'O', 1]}","{'0:6': '0:4', '8:12': '10:13', '14:14': '15:15'}","{0: 0, 8: 10, 14: 15}","['O', 'O', 'O']","[1, 1, 1]","['O', 'O', 'O']","[1, 1, 1]"
1486,im looking for an expensive restaurant and it should,inform_pricerange,0,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['im', 'looking', 'for', 'an', 'expensive', 'restaurant', 'and', 'it', 'should']","{'text': 'Я ищу дорогой ресторан и он должен', 'to': 'ru', 'alignment': {'proj': '0:1-0:0 3:9-2:4 15:16-6:12 28:37-14:21 39:41-23:23 43:44-25:26 46:51-28:33'}}",1,Я ищу дорогой ресторан и он должен,0:1-0:0 3:9-2:4 15:16-6:12 28:37-14:21 39:41-23:23 43:44-25:26 46:51-28:33,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:16': ['an', 'O', 1], '18:26': ['expensive', 'B-pricerange', 0], '28:37': ['restaurant', 'O', 1], '39:41': ['and', 'O', 1], '43:44': ['it', 'O', 1], '46:51': ['should', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['an', 'O', 1], 18: ['expensive', 'B-pricerange', 0], 28: ['restaurant', 'O', 1], 39: ['and', 'O', 1], 43: ['it', 'O', 1], 46: ['should', 'O', 1]}","{'0:0': '0:1', '2:4': '3:9', '6:12': '15:16', '14:21': '28:37', '23:23': '39:41', '25:26': '43:44', '28:33': '46:51'}","{0: 0, 2: 3, 6: 15, 14: 28, 23: 39, 25: 43, 28: 46}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]"
1487,european food expensive restaurant,inform_food__inform_pricerange,10,"['B-food', 'O', 'B-pricerange', 'O']","[3, 1, 0, 1]","['european', 'food', 'expensive', 'restaurant']","{'text': 'европейская еда дорогой ресторан', 'to': 'ru', 'alignment': {'proj': '0:7-0:10 9:12-12:14 14:22-16:22 24:33-24:31'}}",1,европейская еда дорогой ресторан,0:7-0:10 9:12-12:14 14:22-16:22 24:33-24:31,"{'0:7': ['european', 'B-food', 3], '9:12': ['food', 'O', 1], '14:22': ['expensive', 'B-pricerange', 0], '24:33': ['restaurant', 'O', 1]}","{0: ['european', 'B-food', 3], 9: ['food', 'O', 1], 14: ['expensive', 'B-pricerange', 0], 24: ['restaurant', 'O', 1]}","{'0:10': '0:7', '12:14': '9:12', '16:22': '14:22', '24:31': '24:33'}","{0: 0, 12: 9, 16: 14, 24: 24}","['O', 'O', 'B-pricerange', 'O']","[1, 1, 0, 1]","['B-food', 'O', 'B-pricerange', 'O']","[3, 1, 0, 1]"
1488,um whats the address and post code,request_addr__request_postcode,27,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]","['um', 'whats', 'the', 'address', 'and', 'post', 'code']","{'text': 'um какой адрес и почтовый индекс', 'to': 'ru', 'alignment': {'proj': '0:1-0:1 3:7-3:7 13:19-9:13 21:23-15:15 25:28-17:24 30:33-26:31'}}",1,um какой адрес и почтовый индекс,0:1-0:1 3:7-3:7 13:19-9:13 21:23-15:15 25:28-17:24 30:33-26:31,"{'0:1': ['um', 'O', 1], '3:7': ['whats', 'O', 1], '9:11': ['the', 'O', 1], '13:19': ['address', 'O', 1], '21:23': ['and', 'O', 1], '25:28': ['post', 'O', 1], '30:33': ['code', 'O', 1]}","{0: ['um', 'O', 1], 3: ['whats', 'O', 1], 9: ['the', 'O', 1], 13: ['address', 'O', 1], 21: ['and', 'O', 1], 25: ['post', 'O', 1], 30: ['code', 'O', 1]}","{'0:1': '0:1', '3:7': '3:7', '9:13': '13:19', '15:15': '21:23', '17:24': '25:28', '26:31': '30:33'}","{0: 0, 3: 3, 9: 13, 15: 21, 17: 25, 26: 30}","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1]"
1489,what is the,unknown,7,"['O', 'O', 'O']","[1, 1, 1]","['what', 'is', 'the']","{'text': 'что такое', 'to': 'ru', 'alignment': {'proj': '0:3-0:2 8:10-4:8'}}",1,что такое,0:3-0:2 8:10-4:8,"{'0:3': ['what', 'O', 1], '5:6': ['is', 'O', 1], '8:10': ['the', 'O', 1]}","{0: ['what', 'O', 1], 5: ['is', 'O', 1], 8: ['the', 'O', 1]}","{'0:2': '0:3', '4:8': '8:10'}","{0: 0, 4: 8}","['O', 'O', 'O']","[1, 1, 1]","['O', 'O']","[1, 1]"
1490,alright thank you thats it,thankyou,25,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['alright', 'thank', 'you', 'thats', 'it']","{'text': 'хорошо, спасибо, вот и все', 'to': 'ru', 'alignment': {'proj': '0:6-0:6 8:12-8:15 18:23-17:19 18:23-21:21 25:26-23:25'}}",1,"хорошо, спасибо, вот и все",0:6-0:6 8:12-8:15 18:23-17:19 18:23-21:21 25:26-23:25,"{'0:6': ['alright', 'O', 1], '8:12': ['thank', 'O', 1], '14:16': ['you', 'O', 1], '18:22': ['thats', 'O', 1], '24:25': ['it', 'O', 1]}","{0: ['alright', 'O', 1], 8: ['thank', 'O', 1], 14: ['you', 'O', 1], 18: ['thats', 'O', 1], 24: ['it', 'O', 1]}","{'0:6': '0:6', '8:15': '8:12', '17:19': '18:23', '21:21': '18:23', '23:25': '25:26'}","{0: 0, 8: 8, 17: 18, 21: 18, 23: 25}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]"
1491,whats the promo code,unknown,7,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['whats', 'the', 'promo', 'code']","{'text': 'Что такое промокод', 'to': 'ru', 'alignment': {'proj': '0:4-0:2 6:8-4:8 10:14-10:17'}}",1,Что такое промокод,0:4-0:2 6:8-4:8 10:14-10:17,"{'0:4': ['whats', 'O', 1], '6:8': ['the', 'O', 1], '10:14': ['promo', 'O', 1], '16:19': ['code', 'O', 1]}","{0: ['whats', 'O', 1], 6: ['the', 'O', 1], 10: ['promo', 'O', 1], 16: ['code', 'O', 1]}","{'0:2': '0:4', '4:8': '6:8', '10:17': '10:14'}","{0: 0, 4: 6, 10: 10}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['O', 'O', 'O']","[1, 1, 1]"
1492,whats the code,unknown,7,"['O', 'O', 'O']","[1, 1, 1]","['whats', 'the', 'code']","{'text': 'Что такое код', 'to': 'ru', 'alignment': {'proj': '0:4-0:2 6:8-4:8 10:13-10:12'}}",1,Что такое код,0:4-0:2 6:8-4:8 10:13-10:12,"{'0:4': ['whats', 'O', 1], '6:8': ['the', 'O', 1], '10:13': ['code', 'O', 1]}","{0: ['whats', 'O', 1], 6: ['the', 'O', 1], 10: ['code', 'O', 1]}","{'0:2': '0:4', '4:8': '6:8', '10:12': '10:13'}","{0: 0, 4: 6, 10: 10}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['O', 'O', 'O']","[1, 1, 1]"
1493,alright thank you good,thankyou,25,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['alright', 'thank', 'you', 'good']","{'text': 'хорошо, спасибо хорошее', 'to': 'ru', 'alignment': {'proj': '0:6-0:6 8:12-8:14 18:21-16:22'}}",1,"хорошо, спасибо хорошее",0:6-0:6 8:12-8:14 18:21-16:22,"{'0:6': ['alright', 'O', 1], '8:12': ['thank', 'O', 1], '14:16': ['you', 'O', 1], '18:21': ['good', 'O', 1]}","{0: ['alright', 'O', 1], 8: ['thank', 'O', 1], 14: ['you', 'O', 1], 18: ['good', 'O', 1]}","{'0:6': '0:6', '8:14': '8:12', '16:22': '18:21'}","{0: 0, 8: 8, 16: 18}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['O', 'O', 'O']","[1, 1, 1]"
1494,i want an expensive restaurant that serves african food,inform_food__inform_pricerange,10,"['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 0, 1, 1, 1, 3, 1]","['i', 'want', 'an', 'expensive', 'restaurant', 'that', 'serves', 'african', 'food']","{'text': 'Я хочу дорогой ресторан, который предлагает африканскую кухню', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:5-2:5 7:8-7:13 20:29-15:23 31:34-25:31 36:41-33:42 43:49-44:54 51:54-56:60'}}",1,"Я хочу дорогой ресторан, который предлагает африканскую кухню",0:0-0:0 2:5-2:5 7:8-7:13 20:29-15:23 31:34-25:31 36:41-33:42 43:49-44:54 51:54-56:60,"{'0:0': ['i', 'O', 1], '2:5': ['want', 'O', 1], '7:8': ['an', 'O', 1], '10:18': ['expensive', 'B-pricerange', 0], '20:29': ['restaurant', 'O', 1], '31:34': ['that', 'O', 1], '36:41': ['serves', 'O', 1], '43:49': ['african', 'B-food', 3], '51:54': ['food', 'O', 1]}","{0: ['i', 'O', 1], 2: ['want', 'O', 1], 7: ['an', 'O', 1], 10: ['expensive', 'B-pricerange', 0], 20: ['restaurant', 'O', 1], 31: ['that', 'O', 1], 36: ['serves', 'O', 1], 43: ['african', 'B-food', 3], 51: ['food', 'O', 1]}","{'0:0': '0:0', '2:5': '2:5', '7:13': '7:8', '15:23': '20:29', '25:31': '31:34', '33:42': '36:41', '44:54': '43:49', '56:60': '51:54'}","{0: 0, 2: 2, 7: 7, 15: 20, 25: 31, 33: 36, 44: 43, 56: 51}","['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 0, 1, 1, 3, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 3, 1]"
1495,im looking for a moderately priced restaurant and it should be in the east part of town,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]","['im', 'looking', 'for', 'a', 'moderately', 'priced', 'restaurant', 'and', 'it', 'should', 'be', 'in', 'the', 'east', 'part', 'of', 'town']","{'text': 'Я ищу ресторан по умеренной цене, и он должен быть в восточной части города', 'to': 'ru', 'alignment': {'proj': '0:1-0:0 3:9-2:4 15:15-15:16 15:15-18:26 28:33-28:32 35:44-6:13 46:48-34:34 50:51-36:37 53:58-39:44 60:61-46:49 63:64-51:51 70:73-53:61 75:78-63:67 83:86-69:74'}}",1,"Я ищу ресторан по умеренной цене, и он должен быть в восточной части города",0:1-0:0 3:9-2:4 15:15-15:16 15:15-18:26 28:33-28:32 35:44-6:13 46:48-34:34 50:51-36:37 53:58-39:44 60:61-46:49 63:64-51:51 70:73-53:61 75:78-63:67 83:86-69:74,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1], '17:26': ['moderately', 'B-pricerange', 0], '28:33': ['priced', 'O', 1], '35:44': ['restaurant', 'O', 1], '46:48': ['and', 'O', 1], '50:51': ['it', 'O', 1], '53:58': ['should', 'O', 1], '60:61': ['be', 'O', 1], '63:64': ['in', 'O', 1], '66:68': ['the', 'O', 1], '70:73': ['east', 'B-area', 2], '75:78': ['part', 'O', 1], '80:81': ['of', 'O', 1], '83:86': ['town', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1], 17: ['moderately', 'B-pricerange', 0], 28: ['priced', 'O', 1], 35: ['restaurant', 'O', 1], 46: ['and', 'O', 1], 50: ['it', 'O', 1], 53: ['should', 'O', 1], 60: ['be', 'O', 1], 63: ['in', 'O', 1], 66: ['the', 'O', 1], 70: ['east', 'B-area', 2], 75: ['part', 'O', 1], 80: ['of', 'O', 1], 83: ['town', 'O', 1]}","{'0:0': '0:1', '2:4': '3:9', '15:16': '15:15', '18:26': '15:15', '28:32': '28:33', '6:13': '35:44', '34:34': '46:48', '36:37': '50:51', '39:44': '53:58', '46:49': '60:61', '51:51': '63:64', '53:61': '70:73', '63:67': '75:78', '69:74': '83:86'}","{0: 0, 2: 3, 15: 15, 18: 15, 28: 28, 6: 35, 34: 46, 36: 50, 39: 53, 46: 60, 51: 63, 53: 70, 63: 75, 69: 83}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
1496,what type of food is,request_food,30,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['what', 'type', 'of', 'food', 'is']","{'text': 'какой тип питания', 'to': 'ru', 'alignment': {'proj': '0:3-0:4 5:8-6:8 13:16-10:16'}}",1,какой тип питания,0:3-0:4 5:8-6:8 13:16-10:16,"{'0:3': ['what', 'O', 1], '5:8': ['type', 'O', 1], '10:11': ['of', 'O', 1], '13:16': ['food', 'O', 1], '18:19': ['is', 'O', 1]}","{0: ['what', 'O', 1], 5: ['type', 'O', 1], 10: ['of', 'O', 1], 13: ['food', 'O', 1], 18: ['is', 'O', 1]}","{'0:4': '0:3', '6:8': '5:8', '10:16': '13:16'}","{0: 0, 6: 5, 10: 13}","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['O', 'O', 'O']","[1, 1, 1]"
1497,i am looking for a cheap restaurant and it should serve seafood,inform_food__inform_pricerange,10,"['O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'O', 'B-food']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 3]","['i', 'am', 'looking', 'for', 'a', 'cheap', 'restaurant', 'and', 'it', 'should', 'serve', 'seafood']","{'text': 'Я ищу дешевый ресторан, и он должен подавать морепродукты', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:3-2:4 17:17-6:12 25:34-14:22 36:38-24:24 40:41-26:27 43:48-29:34 50:54-36:43 56:62-45:56'}}",1,"Я ищу дешевый ресторан, и он должен подавать морепродукты",0:0-0:0 2:3-2:4 17:17-6:12 25:34-14:22 36:38-24:24 40:41-26:27 43:48-29:34 50:54-36:43 56:62-45:56,"{'0:0': ['i', 'O', 1], '2:3': ['am', 'O', 1], '5:11': ['looking', 'O', 1], '13:15': ['for', 'O', 1], '17:17': ['a', 'O', 1], '19:23': ['cheap', 'B-pricerange', 0], '25:34': ['restaurant', 'O', 1], '36:38': ['and', 'O', 1], '40:41': ['it', 'O', 1], '43:48': ['should', 'O', 1], '50:54': ['serve', 'O', 1], '56:62': ['seafood', 'B-food', 3]}","{0: ['i', 'O', 1], 2: ['am', 'O', 1], 5: ['looking', 'O', 1], 13: ['for', 'O', 1], 17: ['a', 'O', 1], 19: ['cheap', 'B-pricerange', 0], 25: ['restaurant', 'O', 1], 36: ['and', 'O', 1], 40: ['it', 'O', 1], 43: ['should', 'O', 1], 50: ['serve', 'O', 1], 56: ['seafood', 'B-food', 3]}","{'0:0': '0:0', '2:4': '2:3', '6:12': '17:17', '14:22': '25:34', '24:24': '36:38', '26:27': '40:41', '29:34': '43:48', '36:43': '50:54', '45:56': '56:62'}","{0: 0, 2: 2, 6: 17, 14: 25, 24: 36, 26: 40, 29: 43, 36: 50, 45: 56}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-food']","[1, 1, 1, 1, 1, 1, 1, 1, 3]"
1498,i want a european restaurant in the center part of town,inform_area__inform_food,28,"['O', 'O', 'O', 'B-food', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1]","['i', 'want', 'a', 'european', 'restaurant', 'in', 'the', 'center', 'part', 'of', 'town']","{'text': 'Я хочу европейский ресторан в центральной части города', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:5-2:5 9:16-7:17 18:27-19:26 29:30-28:28 36:41-30:40 43:46-42:46 51:54-48:53'}}",1,Я хочу европейский ресторан в центральной части города,0:0-0:0 2:5-2:5 9:16-7:17 18:27-19:26 29:30-28:28 36:41-30:40 43:46-42:46 51:54-48:53,"{'0:0': ['i', 'O', 1], '2:5': ['want', 'O', 1], '7:7': ['a', 'O', 1], '9:16': ['european', 'B-food', 3], '18:27': ['restaurant', 'O', 1], '29:30': ['in', 'O', 1], '32:34': ['the', 'O', 1], '36:41': ['center', 'B-area', 2], '43:46': ['part', 'O', 1], '48:49': ['of', 'O', 1], '51:54': ['town', 'O', 1]}","{0: ['i', 'O', 1], 2: ['want', 'O', 1], 7: ['a', 'O', 1], 9: ['european', 'B-food', 3], 18: ['restaurant', 'O', 1], 29: ['in', 'O', 1], 32: ['the', 'O', 1], 36: ['center', 'B-area', 2], 43: ['part', 'O', 1], 48: ['of', 'O', 1], 51: ['town', 'O', 1]}","{'0:0': '0:0', '2:5': '2:5', '7:17': '9:16', '19:26': '18:27', '28:28': '29:30', '30:40': '36:41', '42:46': '43:46', '48:53': '51:54'}","{0: 0, 2: 2, 7: 9, 19: 18, 28: 29, 30: 36, 42: 43, 48: 51}","['O', 'O', 'O', 'B-food', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 1, 3, 1, 1, 2, 1, 1]","['O', 'O', 'B-food', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 3, 1, 1, 2, 1, 1]"
1499,i want to find a rest,unknown,7,"['O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1]","['i', 'want', 'to', 'find', 'a', 'rest']","{'text': 'Я хочу найти отдых', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:5-2:5 10:13-7:11 17:20-13:17'}}",1,Я хочу найти отдых,0:0-0:0 2:5-2:5 10:13-7:11 17:20-13:17,"{'0:0': ['i', 'O', 1], '2:5': ['want', 'O', 1], '7:8': ['to', 'O', 1], '10:13': ['find', 'O', 1], '15:15': ['a', 'O', 1], '17:20': ['rest', 'O', 1]}","{0: ['i', 'O', 1], 2: ['want', 'O', 1], 7: ['to', 'O', 1], 10: ['find', 'O', 1], 15: ['a', 'O', 1], 17: ['rest', 'O', 1]}","{'0:0': '0:0', '2:5': '2:5', '7:11': '10:13', '13:17': '17:20'}","{0: 0, 2: 2, 7: 10, 13: 17}","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1500,a vietnamese,inform_food,6,"['O', 'B-food']","[1, 3]","['a', 'vietnamese']","{'text': 'вьетнамец', 'to': 'ru', 'alignment': {'proj': '2:11-0:8'}}",0,вьетнамец,2:11-0:8,"{'0:0': ['a', 'O', 1], '2:11': ['vietnamese', 'B-food', 3]}","{0: ['a', 'O', 1], 2: ['vietnamese', 'B-food', 3]}",{'0:8': '2:11'},{0: 2},"['O', 'B-food']","[1, 3]",['B-food'],[3]
1501,uh,unknown,7,['O'],[1],['uh'],"{'text': 'э', 'to': 'ru', 'alignment': {'proj': '0:1-0:0'}}",1,э,0:1-0:0,"{'0:1': ['uh', 'O', 1]}","{0: ['uh', 'O', 1]}",{'0:0': '0:1'},{0: 0},['O'],[1],['O'],[1]
1502,let me get some world food and i dont care about the price range,inform_food__inform_pricerange,10,"['O', 'O', 'O', 'O', 'B-food', 'O', 'O', 'B-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'O']","[1, 1, 1, 1, 3, 1, 1, 0, 9, 9, 9, 9, 9, 1]","['let', 'me', 'get', 'some', 'world', 'food', 'and', 'i', 'dont', 'care', 'about', 'the', 'price', 'range']","{'text': 'Позвольте мне получить немного мировой еды, и меня не волнует ценовой диапазон', 'to': 'ru', 'alignment': {'proj': '0:2-0:8 4:5-10:12 7:9-14:21 11:14-23:29 16:20-31:37 22:25-39:42 27:29-44:44 31:31-46:49 33:37-51:52 39:42-54:60 50:52-62:68 60:64-70:77'}}",1,"Позвольте мне получить немного мировой еды, и меня не волнует ценовой диапазон",0:2-0:8 4:5-10:12 7:9-14:21 11:14-23:29 16:20-31:37 22:25-39:42 27:29-44:44 31:31-46:49 33:37-51:52 39:42-54:60 50:52-62:68 60:64-70:77,"{'0:2': ['let', 'O', 1], '4:5': ['me', 'O', 1], '7:9': ['get', 'O', 1], '11:14': ['some', 'O', 1], '16:20': ['world', 'B-food', 3], '22:25': ['food', 'O', 1], '27:29': ['and', 'O', 1], '31:31': ['i', 'B-pricerange', 0], '33:36': ['dont', 'I-pricerange', 9], '38:41': ['care', 'I-pricerange', 9], '43:47': ['about', 'I-pricerange', 9], '49:51': ['the', 'I-pricerange', 9], '53:57': ['price', 'I-pricerange', 9], '59:63': ['range', 'O', 1]}","{0: ['let', 'O', 1], 4: ['me', 'O', 1], 7: ['get', 'O', 1], 11: ['some', 'O', 1], 16: ['world', 'B-food', 3], 22: ['food', 'O', 1], 27: ['and', 'O', 1], 31: ['i', 'B-pricerange', 0], 33: ['dont', 'I-pricerange', 9], 38: ['care', 'I-pricerange', 9], 43: ['about', 'I-pricerange', 9], 49: ['the', 'I-pricerange', 9], 53: ['price', 'I-pricerange', 9], 59: ['range', 'O', 1]}","{'0:8': '0:2', '10:12': '4:5', '14:21': '7:9', '23:29': '11:14', '31:37': '16:20', '39:42': '22:25', '44:44': '27:29', '46:49': '31:31', '51:52': '33:37', '54:60': '39:42', '62:68': '50:52', '70:77': '60:64'}","{0: 0, 10: 4, 14: 7, 23: 11, 31: 16, 39: 22, 44: 27, 46: 31, 51: 33, 54: 39, 62: 50, 70: 60}","['O', 'O', 'O', 'O', 'O', 'O', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange']","[1, 1, 1, 1, 1, 1, 9, 9, 9, 9, 9, 9, 9]","['O', 'O', 'O', 'O', 'B-food', 'O', 'O', 'B-pricerange', 'I-pricerange', 'I-pricerange', 'I-pricerange', 'O']","[1, 1, 1, 1, 3, 1, 1, 0, 9, 9, 9, 1]"
1503,address price range,request_addr__request_pricerange,76,"['O', 'O', 'O']","[1, 1, 1]","['address', 'price', 'range']","{'text': 'адресный ценовой диапазон', 'to': 'ru', 'alignment': {'proj': '0:6-0:7 14:18-9:15 14:18-17:24'}}",1,адресный ценовой диапазон,0:6-0:7 14:18-9:15 14:18-17:24,"{'0:6': ['address', 'O', 1], '8:12': ['price', 'O', 1], '14:18': ['range', 'O', 1]}","{0: ['address', 'O', 1], 8: ['price', 'O', 1], 14: ['range', 'O', 1]}","{'0:7': '0:6', '9:15': '14:18', '17:24': '14:18'}","{0: 0, 9: 14, 17: 14}","['O', 'O']","[1, 1]","['O', 'O', 'O']","[1, 1, 1]"
